mapID           width   height   TLEASTING TLNORTHING BREASTING BRNORTHING             
1935SE_lescNE	13000	15000	345000	6542000	358000	6527000
2035SW_moorNW	13000	15000	356500	6542500	369500	6527500
2035SW_moorNE	13000	15000	368500	6542500	381500	6527500
2035SE_gingNW	13000	15000	380500	6542500	393500	6527500
2035SE_gingNE	13000	15000	392500	6543000	405500	6528000
2135SW_chitNW	13000	15000	404500	6543000	417500	6528000
2135SW_chitNE	13000	15000	416000	6543000	429000	6528000
2035SW_moorSW	13000	15000	357000	6528500	370000	6513500
2035SW_moorSE	13500	15000	368500	6528500	382000	6513500
2035SE_gingSW	13000	15000	381000	6529000	394000	6514000
2035SE_gingSE	13000	15000	392500	6529000	405500	6514000
2135SW_chitSW	13000	15000	404500	6529000	417500	6514000
2135SW_chitSE	13000	15000	416500	6529000	429500	6514000
2034NW_yancNW	13000	15000	357000	6514500	370000	6499500
2034NW_yancNE	13000	15000	369000	6515000	382000	6500000
2034NE_muchNW	13000	15000	381000	6515000	394000	6500000
2034NE_muchNE	13000	15000	392500	6515000	405500	6500000
2134NW_jumpNW	13000	15000	404500	6515000	417500	6500000
2134NW_jumpNE	13000	14500	416500	6515000	429500	6500500
2034NW_yancSE	13000	15000	369000	6501000	382000	6486000
2034NE_muchSW	13000	15000	381000	6501000	394000	6486000
2034NE_muchSE	13000	15000	393000	6501000	406000	6486000
2134NW_jumpSW	13000	15000	404500	6501500	417500	6486500
2134NW_jumpSE	13000	15000	416500	6501500	429500	6486500
2134NE_toodSW	13000	15000	428500	6501500	441500	6486500
2034SW_mullNE	13000	15000	369500	6487000	382500	6472000
2034SE_pertNW	13000	15000	381000	6487000	394000	6472000
2034SE_pertNE	13000	15000	393000	6487500	406000	6472500
2134SW_mundNW	12500	15000	405000	6487500	417500	6472500
2134SW_mundNE	13000	15000	416500	6487500	429500	6472500
2134SE_chidNW	13000	15000	428500	6487500	441500	6472500
2034SW_mullSE	13000	15000	369500	6473000	382500	6458000
2034SE_pertSW	13500	15500	381500	6473500	395000	6458000
2034SE_pertSE	12000	15000	394000	6473500	406000	6458500
2134SW_mundSW	13000	15000	405000	6473500	418000	6458500
2134SW_mundSE	13000	15000	416500	6473500	429500	6458500
2134SE_chidSW	13000	14500	428500	6473500	441500	6459000
2033NW_gardNE	13000	15000	369500	6459500	382500	6444500
2033NE_fremNW	13000	15000	381500	6459500	394500	6444500
2033NE_fremNE	13500	15000	393000	6459500	406500	6444500
2133NW_kelmNW	13000	14500	405000	6459500	418000	6445000
2133NW_kelmNE	13000	15000	417000	6460000	430000	6445000
2033NW_gardSE	12500	15500	370000	6446000	382500	6430500
2033NE_fremSW	13500	14500	381000	6445500	394500	6431000
2033NE_fremSE	13000	15000	393500	6446000	406500	6431000
2133NW_kelmSW	13000	15000	405000	6446000	418000	6431000
2133NW_kelmSE	13000	15000	417000	6446000	430000	6431000
2033SW_rockNE	13000	15000	370000	6431500	383000	6416500
2033SE_wellNW	13000	15000	381500	6432000	394500	6417000
2033SE_wellNE	13000	15000	393500	6432000	406500	6417000
2133SW_jarrNW	12500	15000	405500	6432000	418000	6417000
2133SW_jarrNE	13000	15000	417000	6432000	430000	6417000
2033SW_rockSE	13000	15500	370000	6418500	383000	6403000
2033SE_wellSW	13500	15000	381000	6418000	394500	6403000
2033SE_wellSE	13000	15000	393500	6418000	406500	6403000
2133SW_jarrSW	14000	15000	405500	6418000	419500	6403000
2032NW_mandNE	13500	15000	369500	6404000	383000	6389000
2032NE_pinjNW	13000	15000	382000	6404000	395000	6389000
2032NE_pinjNE	12500	15000	394000	6404000	406500	6389000
2132NW_dwelNW	13000	15000	405500	6404500	418500	6389500
2032NW_mandSE	14500	15000	367500	6390000	382000	6375000
2032NE_pinjSW	14000	15000	381000	6390000	395000	6375000
2032NE_pinjSE	14000	15000	394000	6390500	408000	6375500
2032SW_clifNE	14000	15000	369500	6376000	383500	6361000
2032SE_hameNW	13000	15000	382500	6376500	395500	6361500
2032SE_hameNE	13500	15000	394000	6376500	407500	6361500
2032SW_clifSE	12500	15000	371000	6362500	383500	6347500
2032SE_hameSW	13000	15000	382500	6362500	395500	6347500
2032SE_hameSE	12500	15000	394500	6362500	407000	6347500
2031NW_presNE	13000	16000	371000	6348500	384000	6332500
2031NE_harvNW	13000	16000	382500	6348500	395500	6332500
2031NE_harvNE	12500	16000	394500	6349000	407000	6333000
1934SE_rottSE	11500	5500	353000	6460500	364500	6455000
